nes size p.value p.adj
ASCL2 1.44264122948813 338 0.149121562718619 0.23560279243345
STAT5B -1.44239473427419 412 0.14919104850112 0.23560279243345
ZNF521 -1.44064934755982 435 0.149683771579884 0.236095417491942
HES2 1.43423750079485 462 0.151504498833653 0.23867898127473
CIC 1.43170241834234 241 0.15222900401841 0.239531420780775
HIC2 -1.43090295661767 514 0.15245802958475 0.239603112680726
MNT 1.42963462317185 343 0.1528219129467 0.239678039442229
ZSCAN31 -1.42893963071295 320 0.153021585505274 0.239678039442229
ZNF696 1.42881898600848 393 0.153056267147641 0.239678039442229
ZNF284 1.42744402744595 328 0.153451947938415 0.240009873062958
ZNF764 1.42358852243466 297 0.154565620270213 0.241462559895811
MEF2A 1.41975168197787 451 0.155679986193144 0.242812548439747
STAT4 1.41933415191982 346 0.15580161990238 0.242812548439747
BARX1 -1.41553844396422 514 0.156910684956482 0.244249528668851
ZNF525 -1.41433423457483 307 0.157263789725155 0.244507749263158
ZBTB41 1.41332402300483 345 0.157560473651268 0.244677739106488
ZNF217 1.40763281833113 519 0.159239824364562 0.246991936603465
GTF2B -1.40237280329792 346 0.160803950371248 0.249122134264354
HES7 1.39830160066556 359 0.162022517415152 0.250712568417286
POU4F1 1.39686999843238 319 0.162452667952387 0.251080691533512
ZFX -1.39515555719447 320 0.162968935649273 0.251580886475118
ELF1 -1.39246070233487 419 0.163782933729672 0.252538974558384
ZNF444 -1.38949511941147 287 0.164682244005419 0.253626191829101
ZNF366 -1.38325506666193 494 0.166586670346215 0.25625699820042
YBX3 -1.3820469258185 496 0.166957293125543 0.256524970378775
ZBED3 -1.3796878827181 370 0.167682765369224 0.257336887863933
NFATC3 1.37737378867477 428 0.168396712393372 0.258129232847117
ZNF671 -1.37529439678963 416 0.169040192947782 0.258296479429817
ZNF566 -1.37433219774153 255 0.169338574851014 0.258296479429817
TFCP2L1 -1.37420668004236 454 0.169377527515603 0.258296479429817
ZBTB39 1.37392132990053 306 0.169466106948785 0.258296479429817
ETS2 1.37382923249182 351 0.16949470357684 0.258296479429817
ZFP42 1.37280192132826 450 0.169813933305611 0.25848134836495
ZNF3 1.3715669812537 402 0.170198278596869 0.258764786784063
SP140 1.36740789629194 397 0.171497488671458 0.260436883959213
SP1 -1.36523090670676 284 0.172180487225343 0.260949066471024
REST 1.36494401951424 224 0.172270645419521 0.260949066471024
ZNF440 -1.36442391919062 362 0.17243418404632 0.260949066471024
GLYR1 -1.36259983676638 340 0.173008660323882 0.261515405535867
ZNF572 1.36174181205495 371 0.173279380816595 0.261621816585519
ZNF22 1.35947347074677 334 0.173996603518733 0.262401344336566
ESRRB -1.35668283231545 370 0.174882009668107 0.263432415947576
MBD3 -1.35419323597474 333 0.17567473642668 0.264321665637379
ZNF714 -1.35075898698731 373 0.176772649866039 0.265580101829541
ETV3 1.35028752231563 374 0.176923773201729 0.265580101829541
ZNF304 -1.34910787066886 299 0.17730232057224 0.265580101829541
BATF 1.34903868855098 396 0.17732453965954 0.265580101829541
ZNF335 1.34273120803217 345 0.179359025560253 0.268319458627366
ZSCAN25 -1.34044579664832 348 0.180100455216642 0.269120359854617
GATA2 -1.33353593959622 427 0.182355989491433 0.272179339743785
ZNF490 -1.32851735164684 286 0.18400725521759 0.274330451271887
AHRR -1.32758413984576 715 0.184315526896735 0.274476713942002
ZNF266 -1.32403361670666 343 0.185491880409362 0.275756273210437
ZNF45 -1.323716962255 314 0.185597062903502 0.275756273210437
SPIB 1.32098618487984 382 0.186505970684837 0.276639064547584
ZNF85 -1.32065967144926 311 0.186614866666479 0.276639064547584
EOMES 1.31249785368419 365 0.18935220975274 0.280378668862901
EGR3 1.30718035866705 353 0.19115146455336 0.282722324696136
LHX3 1.30623316125901 86 0.191473278934491 0.282877943765209
ARID3B 1.30147073242879 495 0.193097376237863 0.284954998154406
MXD1 -1.29984056430512 449 0.193655619375478 0.285456251585073
MEF2C -1.29183632769804 389 0.196413831803179 0.289195562948085
KMT2B 1.28486475247014 390 0.198839549958141 0.292437446222221
SPI1 1.28136841088339 385 0.200064294220039 0.293705911731517
ATF1 1.28059124655597 331 0.200337276209489 0.293705911731517
ZNF516 -1.28047907935124 214 0.200376697819894 0.293705911731517
RFX1 1.27789132169823 287 0.201287748425233 0.29471053749255
GMEB1 1.27662006079926 355 0.201736415961721 0.294865439077656
FOXH1 1.27631241997168 456 0.201845101481949 0.294865439077656
PITX3 -1.27472264556897 285 0.202407428534818 0.295356538174829
HLX 1.27227718683575 417 0.203274651219836 0.296290953675342
BHLHE22 -1.27091540451656 511 0.203758745545274 0.296665464528571
ZFP37 1.26855396952487 423 0.204600190385765 0.297482788935157
ZNF620 -1.26806238849657 343 0.204775671709576 0.297482788935157
ZNF92 1.26315411977191 472 0.206533797592858 0.29970348850697
NR1H3 1.26062398588085 230 0.20744435260425 0.300690704218813
ZNF468 1.25486160019093 396 0.209529005901185 0.303375700340296
NOBOX 1.25048442492518 53 0.211122641368027 0.305344595378342
ASCL1 1.24739608622594 300 0.212252300910396 0.306361958620203
ZFHX3 1.24727895379312 277 0.212295231662545 0.306361958620203
FOSB -1.24561717893875 303 0.212904972383709 0.306902752685567
CXXC1 -1.23890820437677 337 0.215379494976272 0.310127475676969
ZNF189 -1.23188927287565 274 0.217990449061545 0.313541328716275
ZNF507 -1.23124486765114 393 0.218231295053295 0.313542432716835
ZNF143 1.22659245007109 309 0.219975808285405 0.315509594463976
CEBPG 1.22630573195935 226 0.220083645142942 0.315509594463976
TFAP2C 1.22230346110432 398 0.221592890891236 0.317324907350827
CUX2 1.22100008311677 437 0.222085988321257 0.317682695232817
NHLH2 -1.2197229100363 341 0.222569933664459 0.318026622938493
ZNF75D -1.21232629320909 449 0.225387502879931 0.32170063252589
NR6A1 1.21083151211076 589 0.225959985298372 0.322165655894841
ZNF142 1.20634413194849 514 0.227684827934301 0.324270867265209
ZNF250 -1.20452718878256 316 0.228385879842354 0.324914988098164
SP4 1.19752586131999 345 0.231101653752941 0.328420848532471
CEBPD 1.19259755043588 465 0.233027025664198 0.330797060345047
FIGLA -1.19126181298282 72 0.233550820102049 0.331180641751656
MEF2D -1.18743938317558 420 0.235054353253556 0.332951177168269
RBPJ 1.18638254761534 255 0.235471260700797 0.333180353710987
ZNF337 -1.18565030068951 290 0.235760429027738 0.333228485184227
TFEB -1.18480730647301 366 0.236093643085072 0.333338700399031
ZNF416 -1.18292906905379 490 0.236837259876211 0.333760705518832
CEBPA -1.18276156907059 343 0.236903655448665 0.333760705518832
ZNF547 -1.17824497472567 365 0.238698957426831 0.335854778717432
GCM2 -1.17671960792203 501 0.239307438981222 0.335854778717432
EGR1 -1.17659860613009 369 0.239355754396928 0.335854778717432
ZNF224 -1.17644103463684 331 0.239418682225061 0.335854778717432
IRX5 -1.17468237531643 429 0.240121813129976 0.336443831729585
ZNF251 1.17410286850082 353 0.240353824658272 0.336443831729585
KDM2A 1.17239983047808 382 0.24103656754084 0.33703828394897
ZNF691 1.1701510643631 368 0.241940181822974 0.337939975893908
ST18 1.16923997398201 286 0.242306959896004 0.338090694042928
SREBF1 -1.16549275721725 474 0.243819590281014 0.339800686288139
ZNF787 1.16491632042683 279 0.244052866568357 0.339800686288139
HOXB3 1.16234169541717 497 0.245096696324457 0.340890612779277
HOMEZ -1.14275151555613 390 0.253141774294294 0.351705486413136
ZNF586 -1.13934177974829 312 0.254560628828704 0.353300936504025
RFX4 1.13701947831928 252 0.255530143017568 0.353939582486573
ZNF141 -1.13694134359018 223 0.25556280726251 0.353939582486573
ZBTB12 1.13613209654285 323 0.255901283889578 0.354032920296386
NR4A2 -1.13330504760547 435 0.257086172787891 0.355001895566441
HOXD3 -1.13269363286248 377 0.257342932434974 0.355001895566441
BACH1 1.13251698456793 320 0.257417147857136 0.355001895566441
TBX18 1.13067877349323 161 0.258190318627066 0.355692569754164
FOXE1 1.12723546406688 582 0.259642939969161 0.357038416479682
ZNF184 1.12693755839282 470 0.259768882229779 0.357038416479682
FOXB1 1.12642092911225 122 0.25998739209202 0.357038416479682
MTF1 -1.12420919663994 308 0.260924288873625 0.357948656795121
ZNF653 1.11598046318421 392 0.264430497397254 0.362377995383855
TCF21 -1.11159296331313 286 0.266313199395984 0.364575511961379
ZNF260 1.11084197834162 311 0.26663637381014 0.364635711200045
ZNF112 -1.10919547193596 475 0.267345865568763 0.365223536017578
ZBTB37 -1.10230937243185 317 0.270327196114615 0.368910468260906
IKZF3 1.10122374946975 237 0.270799287764521 0.36916896640967
SALL3 -1.09847276812958 317 0.271998102461672 0.370416602518189
ZNF215 1.09576776337123 299 0.273180419307434 0.371639195432821
TBR1 1.09501461404165 93 0.27351023409428 0.371700692744151
ZNF333 -1.08493634353985 206 0.27794984989672 0.377189168606671
ZSCAN26 -1.08453768004009 350 0.278126469654076 0.377189168606671
SIM1 -1.07957629726864 280 0.280330901138993 0.379784395111541
ZNF678 1.07538569070392 395 0.282202085553744 0.381923237029212
E2F5 1.07377493547119 376 0.282923566288415 0.382361439474397
ZNF551 1.07335600041877 296 0.283111418048807 0.382361439474397
ZNF223 -1.06556147810664 301 0.286621920701244 0.386454173694914
LBX1 -1.06531455204767 64 0.286733609732291 0.386454173694914
ATF6 -1.06453829769368 537 0.28708491471674 0.386528761463982
NRL -1.05256901184424 378 0.292538565772801 0.393465877342202
ZNF562 1.05144749333003 378 0.293053112737568 0.393752433369613
ZNF624 1.04941788173865 263 0.293985831730598 0.39459968781106
STAT5A 1.04560932848389 474 0.295741440587162 0.396548584606605
MYF6 -1.032212437821 353 0.301972609670289 0.404488439209639
FOXA3 -1.02685254986572 329 0.304489900390524 0.4074424281865
MAFG 1.02301369075656 520 0.306301372696368 0.409446870769147
FOXC1 -1.0206542418074 480 0.307418281000953 0.410285440750153
ZBTB40 1.02036158966961 348 0.307557003441347 0.410285440750153
BBX 1.01931471338248 313 0.308053581041702 0.410528547796391
RAX 1.01697300669064 295 0.309166270716649 0.411591385887812
SATB2 1.01592615507573 548 0.309664552750823 0.411834934717489
TCF7 1.01405263092994 408 0.31055763923595 0.412602519676653
BCL11A 1.00993109978744 404 0.312528301434191 0.414798741537656
PAX8 1.00516497048273 400 0.314817419568273 0.417412741072248
ZBTB45 1.00446670735889 384 0.315153710687955 0.417434833832119
ZNF793 -1.00260724162865 312 0.31605040041584 0.418198402171315
CXXC4 -0.993987896497791 362 0.320228760016638 0.423298340669767
OVOL1 -0.992617729928414 470 0.320896281117705 0.423751813083643
DUXA 0.991215956276643 568 0.321580140792054 0.424225923105477
ZNF684 0.988425537271896 374 0.322944285781311 0.425595597608872
PHOX2A -0.984186257802347 422 0.325023941340807 0.427573621584841
ZNF692 -0.984031541343463 369 0.32510000477316 0.427573621584841
ZNF26 0.98233256420014 257 0.32593603672935 0.428241915461299
ZNF616 -0.973235753419185 382 0.330436144986833 0.433718196334476
ZNF100 -0.968475634438857 212 0.332806881964161 0.436391353258227
SP6 0.967784634123892 400 0.333151939421865 0.436405649834459
ZNF559 -0.965303318597106 246 0.334392910096165 0.437592325236064
POU1F1 -0.95988808218681 242 0.337111544928297 0.440708386062418
ZFHX2 0.956463127438925 429 0.33883830458576 0.442522825789003
ZNF461 -0.953099503243132 258 0.340539657808854 0.444300492605757
ZNF341 0.950105389157947 348 0.342058705157625 0.445836994945966
POU5F1B -0.949427145827313 349 0.3424034094005 0.44584132869098
NR1I3 -0.945905143265051 339 0.344196969938422 0.447730321453764
DDIT3 0.944071975653106 373 0.345132868998252 0.448287179340896
ZNF140 -0.943191651705485 276 0.345582882733897 0.448287179340896
ZIM3 0.942797608778248 379 0.345784435067151 0.448287179340896
ZNF222 0.942380107589993 215 0.345998067975209 0.448287179340896
SIX3 0.941023984561139 158 0.346692568182395 0.448741817687025
ZNF683 0.93815815772926 397 0.348163137803107 0.450044847713978
ATF2 0.937719715013138 371 0.348388469401862 0.450044847713978
RFX2 0.936138465660727 367 0.349201900412456 0.450440966825619
THAP9 -0.935783020789088 276 0.349384915309611 0.450440966825619
ZNF232 0.929779838216258 374 0.352485087366156 0.453989668737869
ZSCAN20 0.926426364003021 433 0.354224448334635 0.455780423177373
ZNF155 -0.925119185826384 340 0.354903914236432 0.456205228339351
NFAT5 0.919026599884008 483 0.358081659213394 0.4598374109466
MYCL -0.914683751069145 440 0.360357677059969 0.461986073142878
NFYB -0.91448447053165 307 0.360462334251603 0.461986073142878
MLX 0.908389033888186 377 0.363672717456958 0.465643695096849
PAX7 -0.907204349675582 393 0.364298743987378 0.46598840318072
FOXO6 -0.904697038965843 372 0.365625910221989 0.467228413649626
GLI1 0.903902284127551 445 0.366047217899083 0.467309546995311
KLF11 0.900079098128599 378 0.368078158501187 0.469443432619678
SOX15 0.899331200279789 413 0.368476273286117 0.469492695523579
ZNF841 -0.897867242555769 348 0.369256330421011 0.47002803852811
ZNF23 -0.8971773990796 474 0.369624263183572 0.470038254837142
KLF5 -0.890488950851463 424 0.373203398693359 0.47412805320382
ALX1 0.889160185872542 451 0.373916996818074 0.474568148051885
ZNF544 0.888491243594793 437 0.374276563930659 0.474568148051885
MYOD1 -0.879936388163056 109 0.378893770827552 0.479956609797073
MAFA -0.873200410080018 260 0.382553851370744 0.48372620186896
HSF2 -0.873096671757314 434 0.382610387848878 0.48372620186896
ELK3 0.871049388156293 474 0.383727187077738 0.484668961628168
POU2AF1 0.863824247947808 486 0.387684445358241 0.489194092403732
EPAS1 0.857150485362613 240 0.391361723040547 0.493357538890883
YY2 0.856276242826139 210 0.391844998878456 0.493490422888393
GSC -0.854053207173657 436 0.393075509116989 0.494563212819642
ZNF517 -0.849925270085585 340 0.395366635138432 0.496967108268328
ZNF180 -0.849007767461982 139 0.395876970149121 0.497130118283416
HOXB4 0.843005300970256 409 0.399225479106269 0.500853482913341
NPAS1 0.839406550920216 351 0.401241209003148 0.502899250439646
NOTO 0.831781660407845 53 0.405532197498719 0.507790076637897
MSX1 -0.830268313569675 405 0.406387099017473 0.508208815516007
E4F1 0.829812364100055 581 0.406644879183941 0.508208815516007
THAP8 0.823030489283185 389 0.410490655317778 0.512524661419711
HESX1 -0.81744867723138 362 0.413672067560679 0.516003553232327
ZNF292 0.816415453857518 390 0.414262560876739 0.516197032306435
ZNF776 -0.815794503314226 274 0.414617677557006 0.516197032306435
ZNF580 0.808444945551033 368 0.418834487062803 0.520310108717468
HNF4G 0.808020767748798 501 0.419078626904222 0.520310108717468
ZNF800 -0.807954865076949 338 0.419116565368128 0.520310108717468
ZNF708 -0.807192660776865 228 0.419555493450312 0.520360374592695
ZNF225 -0.806221273357149 259 0.420115274624745 0.520560292846222
GATA4 0.8038731728119 247 0.421470224923157 0.521744183648951
THAP6 -0.803000119269032 397 0.421974665627812 0.521873970937426
ZNF770 -0.797491371709188 341 0.425165711939096 0.525323008318315
KMT2A -0.795271015276589 310 0.426455870089105 0.526419060809424
IRF8 0.789686854238984 453 0.429710670438506 0.529935916518119
ARID2 0.781981858379342 298 0.434225235340102 0.534580956680243
ZNF382 -0.78186169024098 431 0.434295861437777 0.534580956680243
IRF4 0.779474895245237 490 0.43570002040404 0.535375041886844
SP3 0.77898603733936 249 0.435987939766613 0.535375041886844
ZNF117 0.778675682125106 342 0.436170784508118 0.535375041886844
TCF23 -0.776764887199074 99 0.43729749634707 0.536254018994624
IRF2 0.771719865031438 438 0.440280362521737 0.539405397235824
ZNF343 0.769123955179995 250 0.441819728525419 0.540644083906245
NEUROD2 0.768010613073638 221 0.442480879666122 0.540644083906245
RXRA -0.767610874517701 431 0.442718399872356 0.540644083906245
ZNF740 -0.767225764470695 413 0.442947296921655 0.540644083906245
BNC2 -0.76408022965801 480 0.44481943315239 0.542422203265193
MECP2 -0.76138942564113 400 0.446424501520316 0.543871640844714
ZKSCAN7 -0.76002231935448 475 0.447241243710014 0.544308017006672
DMRT2 -0.759395105322743 510 0.447616240631827 0.544308017006672
ZNF652 -0.757864742371344 353 0.448531959252347 0.54489715240864
THAP2 0.757191447968373 397 0.448935173041115 0.54489715240864
ZNF675 -0.753230446139256 233 0.451311446672567 0.547272747775647
STAT6 -0.740860532174803 449 0.458778008130118 0.555810833597342
AIRE -0.737190470364717 292 0.461006527824331 0.55731440661534
ZNF529 -0.736964998632857 243 0.461143634824829 0.55731440661534
E2F8 0.736709068907489 251 0.46129929062112 0.55731440661534
KLF12 0.735425002360152 531 0.462080699532126 0.557558572277766
HIVEP3 0.734554000301536 375 0.462611161460352 0.557558572277766
FOXG1 0.733608521596488 152 0.463187365795761 0.557558572277766
FOXF2 0.732991456856878 382 0.463563640001339 0.557558572277766
NR3C1 0.732872831423785 461 0.463635995018111 0.557558572277766
ZNF446 -0.720507913587204 324 0.471212329070092 0.566148391688629
ZNF205 0.710880400424767 280 0.477158352435746 0.572765448787762
MYOG -0.705846465640462 474 0.480283622457016 0.575987521514108
TEAD3 0.703705700907235 521 0.481616069328088 0.577055583983929
ZNF512 0.700965130905901 319 0.483324776250961 0.578572096960361
ZNF263 0.695640231507485 291 0.486654164385831 0.58202411967756
ZBTB49 -0.694688084249212 280 0.487250797115277 0.582204520615327
JUNB -0.691284796192957 345 0.489386584405745 0.58422201026865
ZBTB46 -0.687359223410823 358 0.491856386851851 0.586634192902755
ZNF154 -0.68266160341649 431 0.49482069753958 0.589631232652091
ZNF768 -0.680385222838982 372 0.496260575220262 0.590807940964141
ZFAT 0.678812446524348 491 0.497256706438132 0.591454698185975
CREB5 0.676247401624821 493 0.498883581578759 0.592849824878853
ZNF77 0.67021894352472 381 0.502718229563097 0.596863643463095
HNF1B 0.668329429284785 109 0.503923331763627 0.597340529315106
SOX7 -0.668154998180728 393 0.504034657967264 0.597340529315106
DMRT3 -0.665878944517429 390 0.505488479750182 0.598520357709644
CENPB -0.66396695346633 413 0.506711462109581 0.599424972386877
ZNF765 0.660889148197034 229 0.508683405862015 0.601213147561802
ZNF324 -0.659040004624379 400 0.50987007999033 0.602070817782433
HHEX -0.65049517630348 390 0.515372416576147 0.60801840654783
ESX1 0.649287460689033 50 0.516152589179534 0.608389243202592
ZSCAN2 0.64272427658138 399 0.520403025655405 0.612690235899078
ZNF70 0.641856647747108 347 0.52096626469672 0.612690235899078
CREB3L2 -0.641483000762857 326 0.521208921963151 0.612690235899078
IRX1 -0.633007888666722 477 0.526728491480861 0.618621771469429
ZNF169 0.62895962706884 287 0.529375487816525 0.621171956054251
ZKSCAN8 0.625026234798094 302 0.531953839765061 0.623637086834084
DLX3 0.621899377332545 409 0.534008034590302 0.625125733028719
SREBF2 -0.621326111054957 381 0.534385077030162 0.625125733028719
ZBED2 -0.620908839581287 510 0.534659604742021 0.625125733028719
ZNF792 -0.617227454173992 415 0.537084709601671 0.627399490822704
TBX21 0.616452699987939 328 0.537595780636152 0.627435290000728
ZIC4 0.609636736734239 331 0.542102470476841 0.632130202181031
ZNF322 -0.60393171220608 457 0.545889043996786 0.635977780071189
ZNF136 -0.600395921165426 245 0.548242405498795 0.638150250963838
THAP11 0.594838856315146 390 0.551951191548583 0.64189515241536
ZNF16 -0.593493266888211 454 0.552851087705843 0.642369680199138
ZKSCAN4 -0.58849595453718 286 0.556199448441446 0.645685759701803
ZNF687 0.583111923742529 415 0.559817957354263 0.649309282686206
ZIC3 0.578193897394363 61 0.563133218439727 0.652574962983392
OLIG1 -0.57510819912694 338 0.565218123128373 0.653841957177575
ZNF212 -0.575093818791824 393 0.565227848126709 0.653841957177575
ARNT2 0.571261484597993 429 0.567822405657956 0.656191106476617
VEZF1 -0.570610782275585 321 0.56826350798243 0.656191106476617
GTF2I 0.566857811015137 245 0.570810789611124 0.658550257272197
ZNF75A 0.56009157180742 457 0.575416978941049 0.663278530006187
OVOL2 -0.543116252744447 411 0.58704976301553 0.676090820545223
ZNF497 0.537232389946773 466 0.591107100480362 0.679622989443089
ZNF138 -0.536697120979001 353 0.591476845055069 0.679622989443089
IKZF1 0.536406122079259 547 0.591677901222659 0.679622989443089
ZNF174 0.5322329759144 324 0.59456464650035 0.681491677271035
ZNF814 -0.531974069786221 306 0.594743954881345 0.681491677271035
PRDM1 -0.531791769763531 356 0.594870223651593 0.681491677271035
CREB3 0.527315580316246 310 0.597974456496373 0.684447537409521
ZNF69 -0.523983899909466 268 0.600289738026376 0.686495970107221
ZNF761 0.520814857124019 302 0.602495752252462 0.68841596889039
FIZ1 0.518802142842345 317 0.603898723469835 0.688471167746061
ZBTB43 0.518497150753073 474 0.604111447513465 0.688471167746061
GATA1 0.518476944131095 351 0.604125542294782 0.688471167746061
MKX 0.512725682310668 442 0.608143222032007 0.692445551851614
FLI1 -0.506768938975156 442 0.612316952799242 0.696590540379626
ZSCAN30 -0.505729290923654 473 0.613046702831189 0.696813745776791
ZNF556 -0.496745481709895 513 0.619368545022413 0.703387234608062
ZNF567 -0.487751124736671 320 0.625726134388761 0.709989862303842
ZNF419 -0.48545833829747 279 0.6273512586176 0.711215923398078
THAP3 -0.48022488552088 436 0.631067493428408 0.714311621109833
TBX1 -0.48007254147692 604 0.631175812221093 0.714311621109833
ZEB2 -0.474894078174702 435 0.634862472525302 0.717861808760212
ZNF460 -0.471392588841515 336 0.637360407413019 0.720062882423359
ZKSCAN2 0.464735260389768 401 0.64212105428843 0.724814258341132
ZBED5 0.461140449330601 341 0.644697842975714 0.727094458485564
TWIST2 0.458489654094009 456 0.646600693732196 0.728611308036452
PRRX1 0.452091998912106 458 0.651202707450308 0.73316442752595
BHLHE41 0.449083879536689 312 0.653371148919743 0.734972196803777
ZNF789 0.444331598977534 307 0.656802858690817 0.738126520631485
ZNF233 0.443636208522499 318 0.657305622890059 0.738126520631485
ZNF579 0.440357957754307 259 0.65967786976387 0.739681901224966
ZSCAN9 0.440156943587326 402 0.659823441751214 0.739681901224966
ZNF592 0.435863627225544 434 0.662935676387126 0.742533441991069
NKX2-5 -0.432507955523313 343 0.665372271393699 0.744148928230263
OTX1 -0.43173614946862 348 0.665933190773409 0.744148928230263
ZZZ3 -0.431524057702316 299 0.666087363783444 0.744148928230263
USF2 -0.430135039617296 424 0.667097412552365 0.744640359652469
VSX2 0.429074006905194 93 0.667869367781834 0.744865409327989
TLX1 -0.425760330496674 234 0.670282495768781 0.746918890336201
SCRT1 0.419725916424194 233 0.674685690217736 0.751184579219406
ZFPM2 0.418822951282317 524 0.675345529995122 0.751278758239889
SHOX 0.41527926650358 359 0.677937477395308 0.753520294024062
ZNF574 0.410459088899282 369 0.681469208469699 0.75652532424928
CDC5L 0.410008622730586 283 0.681799622236908 0.75652532424928
POU2F3 -0.407797920102881 386 0.68342204072711 0.757681821043808
PIN1 -0.406034652798985 385 0.684717139050757 0.758473777438752
ZNF845 0.40089217250537 334 0.688499513118158 0.762017257739249
HSF5 0.399996878903909 298 0.689158815593777 0.762083333794646
NKX2-2 0.399226574590923 221 0.689726263817206 0.762083333794646
BHLHA15 -0.398402584546346 475 0.690333453076576 0.762109458764166
ERG -0.389832426706665 351 0.696660463947949 0.76839987674391
RBAK 0.389091910125024 239 0.69720815768877 0.76839987674391
LHX4 0.387924787458071 280 0.698071694019458 0.768702894088881
RREB1 -0.385525861127214 411 0.699847850022605 0.770009513167247
SKI 0.377505857186787 421 0.70579771243448 0.77590219902309
MYRF 0.36630311417344 305 0.71413890607415 0.784411615923331
ZNF2 -0.36188294746277 348 0.717439503487295 0.787374782818829
ZNF124 0.351955355598929 276 0.724871743987207 0.794863558058181
GLI4 0.345925958983958 475 0.729398359205509 0.799156255975163
IRX3 -0.340904810459513 461 0.733175243295128 0.802621012358288
MGA 0.339790210350924 478 0.734014520759503 0.802866804113828
HIC1 0.338300605175554 420 0.735136667713016 0.802876931387541
ZXDB 0.337686843310346 366 0.735599190472703 0.802876931387541
ZNF454 0.337330114794638 437 0.735868060391184 0.802876931387541
PATZ1 -0.335133863117426 469 0.737524109346786 0.804012092493241
PRDM2 -0.33252715718667 331 0.739491236773862 0.805484199521821
SRF 0.330316188882112 295 0.74116106183945 0.806035513866387
ZNF581 0.330222641897909 547 0.741231739780651 0.806035513866387
ZNF664 0.327112514250799 545 0.743582787034567 0.807473945013302
HOXA4 -0.326407563861632 315 0.744116015513195 0.807473945013302
SIX2 -0.325122227581372 396 0.745088566849403 0.807473945013302
NHLH1 0.324636913442269 418 0.745455886209869 0.807473945013302
CREBZF -0.324385858472489 257 0.745645924721319 0.807473945013302
ZNF324B 0.323358359370417 303 0.746423861382877 0.807646696740711
SCRT2 0.319621193086613 288 0.749255506719014 0.810039479946218
ZNF227 -0.314957158505825 190 0.752794182150067 0.813192061114961
ZNF195 0.301182539379458 364 0.763275303591839 0.823832683050365
ZNF230 -0.300106620580992 346 0.764095829341979 0.824037285813893
CREBL2 -0.298315789705377 411 0.765462154188594 0.8248296809986
GRHL2 -0.290373063809399 320 0.771530848361297 0.830683666908371
JUN -0.286647488864121 395 0.774382248684355 0.832750988164151
TRERF1 -0.286198326282534 404 0.77472622558916 0.832750988164151
MXD3 -0.282941299448059 428 0.777221835162211 0.834728346897306
CRX 0.282129644987345 457 0.777844102736616 0.834728346897306
ZNF277 0.280757050990016 306 0.778896747452374 0.835171717711659
ZNF629 -0.278579955551957 405 0.780567197116263 0.835835360984608
ESR1 -0.278282294522226 367 0.780795666463416 0.835835360984608
ZNF414 -0.275123199233313 413 0.783221588671111 0.837745614090476
ZNF239 -0.273804485435251 383 0.784234876425117 0.838141712994636
INSM1 -0.272971097981897 315 0.784875432612894 0.838141712994636
THAP7 -0.268771521046915 369 0.788105510090142 0.840903428249776
ZBTB8B -0.267801453663281 289 0.788852151722904 0.841012987877643
ESR2 -0.266676468014676 591 0.789718273765185 0.841205618950265
ZNF34 0.265331712374511 451 0.790753936769709 0.841205618950265
FOXA2 -0.264077130107409 439 0.791720486075675 0.841205618950265
ZBTB17 0.26277640717303 212 0.792722920999099 0.841205618950265
ZNF182 0.262702512153416 320 0.792779880361168 0.841205618950265
OSR2 0.262549943301265 370 0.792897486162157 0.841205618950265
ZNF207 0.260304405479946 314 0.794628974629648 0.841772378102898
FOXN1 -0.260185377901644 325 0.794720782695922 0.841772378102898
ZNF410 0.250612493824286 352 0.802113721259243 0.848914521851354
ZNF644 -0.244682617104493 365 0.806702188527201 0.853079399365607
GFI1B 0.237785999365187 471 0.812047078150795 0.85803679940529
ZSCAN22 0.235715103168425 195 0.813653749454954 0.859039447686475
ZNF280B 0.231507631938572 739 0.816920457042412 0.861791693778182
IRF5 -0.223826035920151 388 0.82289267014704 0.866792972229071
KLF6 -0.223702586514299 326 0.822988733203712 0.866792972229071
ZNF766 -0.216215475828725 192 0.828819790881719 0.872230980573348
ZBTB21 0.209355163876532 396 0.834170991197122 0.877155647748343
BARHL1 -0.207787650839232 248 0.835394775376119 0.877555355069069
TCF15 -0.207147081564695 462 0.835894993649251 0.877555355069069
RBPJL 0.204277177577978 334 0.838136903587738 0.879202245851876
MAF -0.199819860005665 378 0.841621468516317 0.882148987064454
HES5 -0.191489730420504 562 0.848141925609516 0.888270533156397
ZNF576 -0.182471877482492 396 0.855212422359862 0.894957871475946
PRDM8 0.181377005508174 511 0.856071666473254 0.895139788962426
ZNF487 -0.179872753775548 360 0.857252465640377 0.895657376101066
BCL6 0.173987747103093 471 0.861875091757557 0.899212641531146
ZNF883 -0.173787672066309 281 0.86203233322894 0.899212641531146
FOXD3 -0.16972602563926 341 0.865225605521318 0.901823336640735
XBP1 -0.168019144522189 437 0.866568218032969 0.902103320710026
ZNF611 0.16762830447208 311 0.866875702519972 0.902103320710026
PAX3 -0.163421689620929 393 0.870186426593538 0.904827605996147
ATF6B -0.16066764343812 357 0.872355175091584 0.906361064971845
NANOG 0.155532038180073 277 0.876401898430883 0.909841716495019
E2F2 0.153461954416827 471 0.878033990849393 0.910812066758783
ALX3 0.151661668258157 306 0.879453791665777 0.911560834853575
